sede_id,sede_desc_castellano,sede_desc_ingles,tipo_seccion,nombre_titular,apellido_titular,cargo_titular,telefono_principal,telefonos_adicionales,celular_de_guardia,celulares_adicionales,fax_principal,faxes_adicionales,correo_electronico,correos_adicionales,sitio_web,sitios_web_adicionales,atencion_dia_desde,atencion_dia_hasta,atencion_hora_desde,atencion_hora_hasta,comentario_del_horario,temas
ESURI,"Sección  Política","Political  section","Seccion","Tomás  A.  ","Oyuela  Marcovich","Jefe  de  Sección  Política",,"",,"",,"","esuri@cancilleria.gob.ar","",,"",,,,,"",
EPBAJ,"Sección  Política","Political  Section","Seccion","María  Soledad  ","Bellavigna","Jefa  de  Sección","  0031  70  3118416","",,"","","","epbaj@mrecic.gov.ar","",,"",,,,,"",
EITAL,"Sección  Política","Sección  Política","Seccion","Gonzalo  Sebastián  ","Mazzeo","Jefe  de  Sección  Política","39  0648073307","",,"",,"","eital@cancilleria.gob.ar","",,"",,,,,"Lunes  a  viernes  de  09.00  a  18.00  horas",
EAZER,"Sección  Política","Sección  Política","Seccion","Víctor  Enrique  ","Marzari","Jefe  de  Sección  Política","+994  (12)  4935942/44/45","",+994  (51)  3667985,"","+994  (12)  4935943","","eazer@mrecic.gov.ar","","www.eazer.cancilleria.gob.ar","",Lunes,Viernes,09:00:00,17:00:00,"",
EUCRA,"Sección  Política","Sección  Política","Seccion","Elena  Leticia  ","Mikusinski","Jefe  de  Sección  Política","","",,"","","","politica_eucra@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EINDI,"Sección  Política","Political  Section","Seccion","Andrés  Sebastián  ","Rojas","Jefe  de  Sección  Política","+91  11    4078  1900","",,"",,"","eindi@mrecic.gov.ar","",,"",Lunes,Viernes,09:30:00,18:00:00,"",
EBELG,"Sección  Política","Political  Section","Seccion","Federico  Adrián  ","Burella","Jefe  de  Sección","00  32  2  647  7812","00  32  2  626  0485",,"",,"","ebelg@cancilleria.gob.ar","",,"",Lunes,Viernes,,,"de  9:00  a  17:00  hs.",
EMOZA,"Sección  Política","Political  Section","Seccion","Hugo","Marin","Jefe  de  Sección  Política","","",,"","","","emoza@cancilleria.gob.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EIRAN,"Sección  Política","Sección  Política","Seccion","Jorge  Mariano  ","Jordán","Encargado  de  Negocios  a.i.","98  21  2242  5297","",00  98  (0912)  840  8434,"",,"","eiran@mrecic.gob.ar","",,"",Domingo,Jueves,08:00:00,16:00:00,"",
EBRAS,"Sección  Política","Seccion  politica","Seccion","María  Cecilia  ","Los  Arcos","Jefa  de  Sección  Política","55  6132127600","",,"",,"","ebras@mrecic.gob.ar","",,"",,,00:00:00,00:00:00,"",
ESUEC,"Sección  Política","Political  Department","Seccion","María  Victoria  ","Picazo","Jefe  de  Sección  Política","(0046)  86631965","",,"","","","esuec@cancilleria.gob.ar","","https://esuec.cancilleria.gob.ar/","",Lunes,Viernes,09:00:00,17:00:00,"09:00  a  17:00",
EBARB,"Sección  Política","Political  Section","Seccion","","","Jefe  de  Sección",,"",,"",,"","ebarb@cancilleria.gob.ar","",,"",,,,,"08.30  a  15.30",
EPERU,"Sección  Política  y  Ceremonial","Political  Section","Seccion","Angel  ","Banfi","Jefe  de  Sección","(0051-1)4414444","(0051-1)4413065",,"",,"","eperu@mrecic.gov.ar","",,"",,,,,"9.00  a  17.30",
EVIET,"Sección  Política  y  Cooperación","Political  &  Cooperation  Section","Seccion","Tomás  A.  ","Oyuela  Marcovich","Jefe  de  Sección","84  24  3831  5262","",,"",,"","eviet@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EESPA,"Sección  Política  y  Cooperación  Jurídica","Political  Section","Seccion","Pablo  Exequiel  ","Virasoro","Jefa  de  Sección","34  917710500  -19","34  917710508",34  639707564,"","","","politica.argenesp@mrecic.gov.ar","","http://eespa.mrecic.gov.ar/","",Lunes,Viernes,09:00:00,17:00:00,"9.00  a  17.00  hs",
EPNMA,"Sección  Política  y  de  Prensa","Sección  Política  y  de  Prensa","Seccion","Márcio  ","Pessoa  Da  Silveira","Jefe  de  Sección","507  302-0003","",507  6616-1112,"",,"","epnma@mrecic.gov.ar","",,"",Lunes,Viernes,08:00:00,13:00:00,"",
EFRAN,"Sección  Política, Asuntos  Juridicos  y  Derechos  Humanos","  Sección  Política, Asuntos  Juridicos  y  Derechos  Humanos","Seccion","Alejo  Ramón  ","Monner  Sans","Jefe  de  Sección","0033144052700","",,"",,"","politica_efran@mrecic.gov.ar","",,"",,,,,"09:00  a  13:00  y  14:00  a  17:00  hs",
ECORE,"Sección  Política, Defensa  y  Asuntos  Estratégicos","Sección  Política  y  Prensa","Seccion","Fernando  S.  ","Corrales  Barboza","Jefe  de  Sección","82  2-793-4062","",,"",,"","ecorepol@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,18:00:00,"",
CCHIC,"Seccion  Politica/Educación/Asuntos  de  la  Jurisdicción","Education","Seccion","Valeria  ","Drocco  Rabaglia","Cónsul",,"",,"",,"","cchic@mrecic.gov.ar","",,"",Lunes,Viernes,08:00:00,16:00:00,"",
CSHAN,"Sección  Prensa","Sección  Prensa","Seccion","Federico  ","Avramides","Jefe  de  Sección  de  Prensa",,"",,"",,"","cshan@cancilleria.gob.ar","",,"",,,,,"10:00  a  17:00  hs.",
EECUA,"Sección  Prensa","Sección  Prensa","Seccion","Martín  E.  ","Marchetti  Gómez","Jefe  de  Sección  de  Prensa","(593)  2256  -  2292  int.  203","",(593)  99  973  -  8957,"","","","egq@mrecic.gov.ar","","http://eecua.mrecic.gov.ar/","",Lunes,Viernes,09:00:00,17:00:00,"",
EARGE,"Sección  Prensa","Sección  Prensa","Seccion","Fernando  Matías  ","Grille","Jefe  de  Sección  de  Prensa","+213  (0)  23187442","",+213  (0)  770381010,"","+213  (0)  23187439","","earge@cancilleria.gob.ar","","earge.cancilleria.gob.ar","",Domingo,Jueves,09:00:00,17:00:00,"09.00  a  17.00  horas  -  de  Domingo  a  Jueves",
EESPA,"Sección  Prensa  y  Comunicación","Political  Section  and  Press","Seccion","Axel  Federico  ","Wasserman","Jefe/a  de  Sección  de  Prensa","34  917710500  -19","",34  639707564,"","","","prensa.argenesp@mrecic.gov.ar","","http://eespa.mrecic.gov.ar/","",Lunes,Viernes,09:00:00,17:00:00,"",
EVIET,"Sección  Prensa  y  Cultura","Press  &  Cultural  Section","Seccion","Juan  Pablo  ","Ocampo","Jefe  de  Sección",,"",,"",,"","eviet@mrecic.gov.ar","",,"",,,00:00:00,00:00:00,"",
ECEUR,"Sección  Prensa  y  Diplomacia  Pública","Press  and  Public  Diplomacy  Section","Seccion","Rodrigo","Conde  Garrido","Jefe  de  Sección  de  Prensa","(+32)  2  648  93  71","",,"","","","eceur@cancilleria.gob.ar","","eceur.mrecic.gov.ar","",,,,,"",""
EITAL,"Sección  Promoción  Económica-Comercial, Turismo  y  Deporte","Economic  and  Commercial  Promotion, Tourism  and  Sports  Section","Seccion","Juan  Patricio  ","Pupi","Jefe  de  Sección","39  0648073317","",,"",,"","eital@mrecic.gov.ar","",,"",,,00:00:00,00:00:00,"",
DITIC,"Sección  prueba","test","Seccion","Cristian  ","Martínez  Espinosa","A  cargo  de  la  Oficina  Turística","","",,"","","","ditic-turismo@mrecic.gov.ar","",,"",,,08:30:00,18:00:00,"",
CBARC,"Sección  Recursos  Humanos","Human  Resources","Seccion","Carolina  Cecilia  ","Rodríguez","Agregada",,"",,"",,"","cbarc@cancilleria.gob.ar","",,"",Lunes,Viernes,08:00:00,16:00:00,"",
EESPA,"Sección  Recursos  Humanos","Human  Resources  Section","Seccion","Alejandro  Martín  ","Luqui","Jefe  de  Sección","34  917710500  -19","",34  639707564,"","","","eespa@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EEEUU,"Sección  Recursos  Humanos","Human  Resources  Section","Seccion","María  Micaela  ","Paz","Jefa  de  Sección","1  202  238  6421","",,"",,"","eeeuu@mrecic.gov.ar","",,"",,,09:00:00,18:00:00,"",
EESPA,"Sección  Relaciones  Institucionales  y  Protocolo  ","Protocol  Section","Seccion","Agustín  Nicolás  ","Kuperman","Jefe  de  Sección","34  917710500  -19","",34  639707564,"","","","eespa@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
CSHAN,"Sección  Turismo","Sección  Turismo","Seccion","Laura  Antonella  ","Márquez","Jefe  de  Sección  Turismo",,"",,"",,"","cshan@cancilleria.gob.ar","",,"",,,,,"10:00  a  17:00  hs.",
EALEM,"Sección  Turismo","Tourism  Section","Seccion","Martín  Facundo  ","Rearte","Jefe  de  Sección  Turismo","00  49  (30)  2266  8952","",,"",,"","turismo_ealem@cancilleria.gob.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EMEXI,"Secciones  Cooperación, Educación, Turismo  y  Belice","Cooperation, Education, Tourism  and  Belize  Departments","Seccion","Arturo  Andrés  ","Crosetti","Jefe  de  Oficina","52  55  5520  9430","",,"",,"","cooperacion-emexi@mrecic.gov.ar","educacion-emexi@mrecic.gov.ar  //  turismo-emexi@mrecic.gov.ar  //  belice@mrecic.gov.ar",,"",,,,,"",
ETRIN,"Secciones  Política, Comercial, y  Cultural  ","Political, Trade, and  Cultural  affairs","Seccion","Nicolás  Horacio  ","Labraña","Jefe/a  de  Sección","1  868  628  7557","",,"",,"","etrin@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,16:00:00,"",
EHILE,"Secretaría  Privada","Private  Secretariat","Seccion","Adriana","Falcone  d'Aquila","Jefa  de  Sección","56-2-2582-2500","",,"","56-2-2639  3321","","qfy@mrecic.gov.ar","privadacancilleria_ehile@mrecic.gov.ar","http://www.ehile.cancilleria.gov.ar/","",Lunes,Viernes,08:00:00,17:00:00,"",
ESSED,"Secretaría  y  Despacho","Secretarial  functions  Office","Seccion","Silvia  ","Stomaconi","Jefa  de  Oficina","39  06  686  5303","",39  366  832  5997,"","39  06  687  9021","","essed@mrecic.gov.ar","","http://essed.mrecic.gov.ar/","",Lunes,Viernes,09:00:00,17:00:00,"",
ESSED,"Soberana  y  Militar  Orden  de  Malta  y  Protocolo","Sovereign  Military  Order  of  Malta    and    Protocol","Seccion","Lucas  Paul  ","Quiroga  Zubreski","Jefe  de  Sección","39  06  686  5303","",39  366  832  5997,"","39  06  687  9021","","essed@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
CNYOR,"Visas","Visas","Seccion","Nelson  Flavio  ","Martín","Jefe  de  Sección","1  212  603  0424","1  212  603  0429",  1(646)283-5892,"","","","cnyor-visas@mrecic.gov.ar","","https://cnyor.cancilleria.gob.ar/es/visas","",Lunes,Viernes,09:00:00,17:00:00,"",
